rating,date,context,year,context_cleaned,text_len,word_count,rating_group,is_positive,month,day,weekday,weekday_num,year_month,text_has_emoji,text_has_url,tfidf_vector_1,tfidf_vector_2,tfidf_vector_3,tfidf_vector_4,tfidf_vector_5,tfidf_vector_6,tfidf_vector_7,tfidf_vector_8,tfidf_vector_9,tfidf_vector_10,tfidf_vector_11,tfidf_vector_12,tfidf_vector_13,tfidf_vector_14,tfidf_vector_15,tfidf_vector_16,tfidf_vector_17,tfidf_vector_18,tfidf_vector_19,tfidf_vector_20,top_keywords
4.0,2025-12-08,"규모에 비해 적은 화장실 아쉽;;
T 익스프레스 최고(이거 타려고 와야할 정도), 동글뱅이 의자? 사람들 앉고 다니는데 차라리 대여업으로 빌렸다 반납식으로 했으면 하는 아쉬움이 있음(솔직히 놀이공원 말고 쓸때가..., 계속 서 있어서 다리 아픔 ㅠ)",2025,"규모에 비해 적은 화장실 아쉽;; T 익스프레스 최고(이거 타려고 와야할 정도), 동글뱅이 의자? 사람들 앉고 다니는데 차라리 대여업으로 빌렸다 반납식으로 했으면 하는 아쉬움이 있음(솔직히 놀이공원 말고 쓸때가..., 계속 서 있어서 다리 아픔 ㅠ)",139,32,높음(4-5),1,12,8,Monday,0,2025-12,1,0,0.03530528277313649,0.011175632280340672,0.016093453388470503,0.017828846064452324,0.11728752134870613,0.037517673309855226,0.017662965006423347,0.06753515940700716,-0.15015641424760606,0.3371814832479744,0.017530135759454623,-0.023327559739779825,-0.02345436333465923,0.02948553080282978,0.08750489305100136,-0.018213740214033547,-0.03722872706788357,-0.04738733461571024,-0.008855182095832416,-0.15211841605909282,"사람들, 익스프레스, 정도, 놀이공원, 있어서"
4.0,2025-12-07,"옛날에는 이정도 테마파크도 재미있었는데, 8년만에 다시와서, 처음으로 티익스를 탔는데, 티익스를 먼저 타서 인지…. 다른 피터팬,썬더폴스 가 재미가 없더라구요. 타기전에 살짝 긴장 된다 그정도고 딱히….? 그래도, 티익스 하나는 재미있었습니다. 대기 2시간30분이라는게 좀…. 그리고, 퍼레이드도 좋았어요. 퍼레이드와, 티익스 요거 2개는 더 할말이 없을거 같네요.

그리고, 에버랜드도 경주월드처럼 좀 어드벤처 한 놀이기구를 도입을 하면 좋겠네요 삼성 이라는 백(background)도 있는데… 그러면, 더할나위 없는 테마파크가 될거 같네요.",2025,"옛날에는 이정도 테마파크도 재미있었는데, 8년만에 다시와서, 처음으로 티익스를 탔는데, 티익스를 먼저 타서 인지…. 다른 피터팬,썬더폴스 가 재미가 없더라구요. 타기전에 살짝 긴장 된다 그정도고 딱히….? 그래도, 티익스 하나는 재미있었습니다. 대기 2시간30분이라는게 좀…. 그리고, 퍼레이드도 좋았어요. 퍼레이드와, 티익스 요거 2개는 더 할말이 없을거 같네요. 그리고, 에버랜드도 경주월드처럼 좀 어드벤처 한 놀이기구를 도입을 하면 좋겠네요 삼성 이라는 백(background)도 있는데… 그러면, 더할나위 없는 테마파크가 될거 같네요.",303,58,높음(4-5),1,12,7,Sunday,6,2025-12,1,0,0.09874620149428849,-0.017771030119047754,-0.025095523738662754,-0.003760172143399318,0.25129028642321133,-0.018353006343592396,-0.02144528253882987,-0.010075356937737708,-0.09204766561853166,-0.1185097818090477,-0.33633624024301617,-0.08055448236927498,-0.19121583769823822,-0.09981446410460502,0.0071068779636421844,0.014822701072287834,0.08833399359648354,0.07326246212381686,-0.04047071601213111,-0.06939605150859324,"그리고, 퍼레이드도, 대기, 다른, 좋았어요"
2.0,2025-11-30,"소중한 사람들과 좋은 추억을 만들어가기에 좋은 곳!
다만 물가가 엄청 비싸고 혼잡도 관리가 잘 되지 않습니다",2025,소중한 사람들과 좋은 추억을 만들어가기에 좋은 곳! 다만 물가가 엄청 비싸고 혼잡도 관리가 잘 되지 않습니다,60,14,낮음(1-2),0,11,30,Sunday,6,2025-11,1,0,0.031500174491708326,0.02773195784005175,0.012787267502776945,0.002929267140114724,0.1283220291353262,0.012860254778362504,-0.10946382086453557,0.621841893990521,0.3275157526711029,-0.013501278355561011,0.034938054327662796,-0.09613057160713463,0.032529262043848046,-0.19550134397381277,0.07039956969151998,0.042151201390249596,-0.0186679854276366,-0.05823051699105387,0.019248884754399422,-0.12031997281457033,"좋은, 다만, 엄청"
5.0,2025-11-30,오랜만에 방문해도 행복한 추억 가득만들게되는 장소,2025,오랜만에 방문해도 행복한 추억 가득만들게되는 장소,27,6,높음(4-5),1,11,30,Sunday,6,2025-11,1,0,0.044188612792409515,0.02540730199009451,-0.0016809587472928628,-0.014391928058966106,0.1427352148633855,0.07605197114519117,-0.17942039393047576,0.1534593164223728,0.23665082847538507,0.12588406832689986,0.018869124441853576,-0.15307817629424406,-0.12948952049225468,0.3704045359790977,0.13417428062383696,-0.07659099491945194,-0.024771256050936316,0.07763243085585321,-0.12960136088344704,0.32843340486149536,"행복한, 추억, 오랜만에"
5.0,2025-11-27,"여기가 가본 놀이동산중에서 가장 좋은 곳
🐧🐧🐧🐧🐧🐧🐧",2025,여기가 가본 놀이동산중에서 가장 좋은 곳 🐧🐧🐧🐧🐧🐧🐧,30,5,높음(4-5),1,11,27,Thursday,3,2025-11,1,0,0.022156730190218223,0.029359501451906463,0.00012598093028371338,-0.0027000863370898417,0.09351485742453877,0.021017362150338722,-0.12321361846254977,0.6656493176733799,0.4090853282862915,-0.04834225131728156,0.058852570656792,-0.09852833741142249,0.04878593818155015,-0.21306969047983926,0.11964935200328154,-0.020135632524361,-0.0381699156025485,0.007357448971093822,-0.08521079977714048,-0.11248193779371086,좋은
1.0,2025-11-22,새로운것도 없고 퀄리티는 날이갈수록 떨어져가고... 이렇게 허접한 할로윈 처음봄 걍 놀이공원이아니라 케데헌 대형 팝업스토어같았음,2025,새로운것도 없고 퀄리티는 날이갈수록 떨어져가고... 이렇게 허접한 할로윈 처음봄 걍 놀이공원이아니라 케데헌 대형 팝업스토어같았음,71,13,낮음(1-2),0,11,22,Saturday,5,2025-11,1,0,0.010684108998385292,0.00048213097946255614,-0.0015485325368422163,-0.004781138950922091,0.006111952545491819,0.003531994695392447,0.0002690773412581269,0.01378046756000325,0.007629337815734133,0.003739346150398641,-0.022184904724807445,0.03863075691113067,-0.002629652388985541,0.027349078321282264,-0.069157294689899,-0.0011057492944682042,-0.07382698779301487,0.04258041362604338,-0.026619155692672827,0.007453542750856181,이렇게
5.0,2025-11-20,"2세랑 에버랜드 첫번째 방문이요.
옛날에 내가 아들만할때 부모님이랑 왔었던 그곳을 이제는 내가 아빠가 되서 2세와 걷는 기분은 새삼 말로 설명하기 힘들다는거.
실컷 놀고 많이 먹고 쑥쑥 자라렴~♡",2025,2세랑 에버랜드 첫번째 방문이요. 옛날에 내가 아들만할때 부모님이랑 왔었던 그곳을 이제는 내가 아빠가 되서 2세와 걷는 기분은 새삼 말로 설명하기 힘들다는거. 실컷 놀고 많이 먹고 쑥쑥 자라렴~♡,109,27,높음(4-5),1,11,20,Thursday,3,2025-11,1,0,0.26701087154173675,0.38156126371230226,0.027163758646888116,-0.027526131793813923,0.05327282535012977,0.10543456615437338,-0.02837051472453999,0.06258253189489746,-0.09589616340062178,-0.12547332964455163,-0.11087900275642654,0.3289638812573989,-0.06372266837669792,0.0764336235213959,0.23646806238970688,0.14447858266406352,0.11719971701719772,-0.1404417089380438,-0.002902310591361645,0.011854249964243342,"놀고, 많이, 에버랜드"
5.0,2025-11-18,"너므 재밋엉요 티익 필수로 타야댐
줄 서는게 힘들긴해요",2025,너므 재밋엉요 티익 필수로 타야댐 줄 서는게 힘들긴해요,30,7,높음(4-5),1,11,18,Tuesday,1,2025-11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,2025-11-16,"덕분에 200일에 좋은 추억 만들었습니다!
다음에도 또 놀러오고 싶어요!🥹",2025,덕분에 200일에 좋은 추억 만들었습니다! 다음에도 또 놀러오고 싶어요!🥹,41,8,높음(4-5),1,11,16,Sunday,6,2025-11,1,0,0.03020049609981801,0.03484007800814916,-0.0002197524681868691,-0.006417352384678202,0.11642826756771964,0.03317043226732092,-0.11872104748250774,0.6461206196042703,0.36188524560086716,0.0034064504554190936,0.025002308775425062,0.0034633791004382605,0.03241911778933794,-0.0808664089627338,-0.0517224776530448,-0.06964946669879647,-0.14005638431752415,0.051461245550381875,-0.17367843484590292,0.05592784330121311,"싶어요, 추억, 좋은"
5.0,2025-11-15,"매직패스같은게 없어서 아쉽긴 하네요.
하지만 에버랜드 특유의 신남과 설렘이 있어서 자주 방문합니다.
티익스랑 더블락스핀 역시 재밌네용",2025,매직패스같은게 없어서 아쉽긴 하네요. 하지만 에버랜드 특유의 신남과 설렘이 있어서 자주 방문합니다. 티익스랑 더블락스핀 역시 재밌네용,74,16,높음(4-5),1,11,15,Saturday,5,2025-11,1,0,0.23819417698796028,0.3283563690322152,0.051398832237229734,0.009145119617150697,0.0668469150076302,0.06531202134858567,0.06088721341370142,0.10018103339878516,-0.25478583361597573,0.36220476464609963,-0.0357001210212411,-0.11179914870820479,-0.03211652503363485,0.11407173390536267,0.04362062270720464,-0.13000358815854776,0.1415521773107845,0.06658309614806213,-0.09344458355920826,-0.27738912553186085,"없어서, 역시, 있어서, 에버랜드"
5.0,2025-11-11,너무 재밌긔,2025,너무 재밌긔,6,2,높음(4-5),1,11,11,Tuesday,1,2025-11,1,0,0.7708160583820518,-0.5394005306936609,-0.0768353029172508,-0.24308174897977539,-0.1788555473292617,-0.003123187740024849,0.021344056317721568,-0.011610000319417065,0.03708118185574405,0.012270651007200513,-0.006614625920233258,0.015435069561460422,0.007919685706467245,-0.03301655859577009,0.043784860636424575,-0.020352403125121,-0.008243068891658474,0.0038936366602012403,-0.008953925372510342,-0.020965748535117953,너무
3.0,2025-11-10,"지구마을과 관람차같이 느긋하게 앉아있을 수 있는 휴식 어트랙션들이 사라지고 깔짝 볼거리와 유아 대상 체험코너만 생겨서 과거에 비해 아쉽다 
페스티벌 트레인은 왜 갈때마다 운행을 안하지??
특히 판다가 멱살잡고 에버랜드 살려낸 건 알겠지만 투머치 뇌절인 느낌 물론 귀엽긴함
재미있는 놀이기구가 많지만 그만큼 대기시간이 미친듯이 길다
직원들은 늘 친절하고 프로페셔널...",2025,지구마을과 관람차같이 느긋하게 앉아있을 수 있는 휴식 어트랙션들이 사라지고 깔짝 볼거리와 유아 대상 체험코너만 생겨서 과거에 비해 아쉽다 페스티벌 트레인은 왜 갈때마다 운행을 안하지?? 특히 판다가 멱살잡고 에버랜드 살려낸 건 알겠지만 투머치 뇌절인 느낌 물론 귀엽긴함 재미있는 놀이기구가 많지만 그만큼 대기시간이 미친듯이 길다 직원들은 늘 친절하고 프로페셔널...,204,43,보통(3),0,11,10,Monday,0,2025-11,1,0,0.22225608347806639,0.28808541978107804,0.010747009588772413,-0.025335532009138594,0.07136887431013691,0.01500014930530039,0.009537883849574288,-0.0038627339340026753,-0.004460825232552726,0.10447840031216309,0.011434880035593967,0.08539888339308374,0.004247972363619213,-0.02238860993804225,-0.16828582275290974,0.07164520860737615,-0.09146236032976009,-0.11809096884370815,-0.006117768801921521,-0.05269943523444253,"특히, 갈때마다, 있는, 에버랜드"
5.0,2025-11-05,"갈때마다 행복한 내 최애 놀이공원이다!
놀이기구도 재밌지만 무엇보다 넓고 자연친화적이라 그저 돌아다니기만 해도
멋진 풍경에 힐링이 된다.
케데헌 불꽃놀이,동물원같은 관람 요소들도 굉장히 만족스러워서 놀이기구를 많이 타지
않더라도 가볍게 힐링하기 좋다고 생각한다.

다만 자이로드롭같은 스릴 어트렉션은 다른
놀이공원에 비해 부족하다는 생각이 들어
더 추가되었으면 하는 바람이다.",2025,"갈때마다 행복한 내 최애 놀이공원이다! 놀이기구도 재밌지만 무엇보다 넓고 자연친화적이라 그저 돌아다니기만 해도 멋진 풍경에 힐링이 된다. 케데헌 불꽃놀이,동물원같은 관람 요소들도 굉장히 만족스러워서 놀이기구를 많이 타지 않더라도 가볍게 힐링하기 좋다고 생각한다. 다만 자이로드롭같은 스릴 어트렉션은 다른 놀이공원에 비해 부족하다는 생각이 들어 더 추가되었으면 하는 바람이다.",209,44,높음(4-5),1,11,5,Wednesday,2,2025-11,1,0,0.0696708737380275,0.013377539496990117,0.042764926947746244,0.007150739194351151,0.17783648228012888,0.14447898442957005,-0.026520157546278064,0.08488388466695444,-0.08582235273298855,0.018614864925137687,-0.12880824319866982,0.20229261064339912,-0.046237900560450566,0.14212289566919042,0.07408234722094105,0.1179182404770362,-0.003015778273844038,-0.011160238175562375,-0.14757193682984412,0.13497524169161235,"넓고, 갈때마다, 생각이, 행복한, 다른"
3.0,2025-11-03,"사람이 너무많아요
솔직히 대전 동물원이 아주많이 좋습니다
사파리 2시간 기다려 봤는데 실망감 아주많음
대전동물원 사파리가 훨씬오래보여줘요
놀이기구 하나 타려면 아후..너무기다림..",2025,사람이 너무많아요 솔직히 대전 동물원이 아주많이 좋습니다 사파리 2시간 기다려 봤는데 실망감 아주많음 대전동물원 사파리가 훨씬오래보여줘요 놀이기구 하나 타려면 아후..너무기다림..,100,21,보통(3),0,11,3,Monday,0,2025-11,1,0,0.08968133243945857,-0.003864924381171351,-0.0033238835668102035,0.0045563217818082894,0.34656057998438344,-0.20584235447282206,-0.11635932903223302,-0.04643037085835262,-0.06755821860400256,-0.1330756446973313,0.12531589442210497,-0.03633279500882098,0.1601056681169798,-0.0037708601846612815,0.20137098182577015,-0.10629826348557024,-0.2594881578573488,-0.06449983965156192,0.06874421273945938,0.06346567765392438,"좋습니다, 사파리, 사람이, 놀이기구"
5.0,2025-11-02,"뷰 좋고 퍼레이드도 좋음 티익스도 재밌고
놀이기구 더 있었으면 좋겠다",2025,뷰 좋고 퍼레이드도 좋음 티익스도 재밌고 놀이기구 더 있었으면 좋겠다,38,8,높음(4-5),1,11,2,Sunday,6,2025-11,1,0,0.07296805962182681,0.0033532035210679617,-0.0012700512137983374,-0.016187837887904177,0.3138702051978827,-0.15699229907363638,-0.06895480472640511,-0.10766310098618721,-0.02858757383012661,0.19110799615357124,-0.1097989679148218,-0.025318030632728066,0.21013264086605488,-0.21115090586239366,0.21895819199227448,-0.11404589803803504,0.05605121794777349,0.04144570192597317,-0.09266544762534636,0.24913699694126715,"퍼레이드도, 재밌고, 좋고, 좋음, 놀이기구"
5.0,2025-11-02,"에버랜드 
바오가족들이 먹여살리는 중",2025,에버랜드 바오가족들이 먹여살리는 중,19,3,높음(4-5),1,11,2,Sunday,6,2025-11,1,0,0.5216655298069778,0.8245029077795634,-0.00241940657274414,-0.0728383837197542,-0.1374578333419859,-0.005936119281692944,-0.030196494508423148,-0.06775635003633677,0.03442488061230526,-0.003719805677041135,0.02853156317783283,0.001820811987837682,-0.021662546499858985,-0.05042346422425927,-0.0150083087154129,-0.03611840863291782,0.004075724260386761,-0.026654950003561037,0.02419142068626451,0.004016117668670841,에버랜드
1.0,2025-11-02,"주말엔 절대 가지마세요. 특히 유아동반으로는...
1. 주차는 새벽런 아니면 셔틀타는 먼곳에 주차해야하는데 주차하러가는길 막히고 놀이공원 나올때도 셔틀타는데 30분 기다려야함
2. 화장실이 너무 없고, 여자화장실은 특히 대기가 10분은 필요함
3. 유아어트랙션은 90년대 동네 유원지 수준인데 직원들도 친절하게한다고 엄청 느리게 운영함. 태우는데 한세월.... 사람이 없어보여도 대기는 엄청긴데 놀이기구 상태 보면 현타옴
4. 인기 어트랙션 기본 120분~150분 대기

사람 없으면 좋은 곳입니다.

에버랜드 사람 없다는 뉴스가 나올때까지는 절대 안갈랍니다.",2025,"주말엔 절대 가지마세요. 특히 유아동반으로는... 1. 주차는 새벽런 아니면 셔틀타는 먼곳에 주차해야하는데 주차하러가는길 막히고 놀이공원 나올때도 셔틀타는데 30분 기다려야함 2. 화장실이 너무 없고, 여자화장실은 특히 대기가 10분은 필요함 3. 유아어트랙션은 90년대 동네 유원지 수준인데 직원들도 친절하게한다고 엄청 느리게 운영함. 태우는데 한세월.... 사람이 없어보여도 대기는 엄청긴데 놀이기구 상태 보면 현타옴 4. 인기 어트랙션 기본 120분~150분 대기 사람 없으면 좋은 곳입니다. 에버랜드 사람 없다는 뉴스가 나올때까지는 절대 안갈랍니다.",311,63,낮음(1-2),0,11,2,Sunday,6,2025-11,1,0,0.283140885628212,0.055269935956159144,-0.013000999670776184,-0.04609961846225379,0.22640536659720947,-0.09620280392397153,-0.09250078886217011,0.24022367411718226,0.07739761307472169,-0.029509742564159027,0.028462948236295655,-0.09743185597366764,0.16964424342454704,-0.06329091421174811,0.040335859606552074,0.06016702793649942,-0.054431621318723145,-0.13699061316362585,0.06885199799326525,-0.15430079294731147,"특히, 사람, 어트랙션, 놀이공원, 대기"
1.0,2025-11-01,"사람밀려잇는데 3주차장 돌아가는
버스 에미뒤지게안옴",2025,사람밀려잇는데 3주차장 돌아가는 버스 에미뒤지게안옴,28,5,낮음(1-2),0,11,1,Saturday,5,2025-11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,2025-11-01,입장료가 저렴하게 했어요,2025,입장료가 저렴하게 했어요,13,3,높음(4-5),1,11,1,Saturday,5,2025-11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,2025-10-28,바오가족들 보러가는재미!,2025,바오가족들 보러가는재미!,13,2,높음(4-5),1,10,28,Tuesday,1,2025-10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,2025-10-28,늘 설레이는 즐거운 놀이공원,2025,늘 설레이는 즐거운 놀이공원,15,3,높음(4-5),1,10,28,Tuesday,1,2025-10,1,0,0.016486979815855812,-0.007290770437514075,-0.0015150494074470556,-0.006803853251287805,0.0541804053623529,0.004383143927977905,-0.038321488989063374,0.015044603763155875,-0.02765948130069195,0.0562305296394953,0.038520545638467955,0.019098226421331747,0.029286097672718614,0.062255211684799465,-0.01242128544550325,-0.04326534427282606,-0.024135022038136507,-0.0731106353920286,-0.050415434752824416,-0.08266279497752786,놀이공원
5.0,2025-10-28,티익스프레스 여러번 타고싶어요,2025,티익스프레스 여러번 타고싶어요,16,3,높음(4-5),1,10,28,Tuesday,1,2025-10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
