rating,date,context,context_cleaned,text_len,word_count,rating_group,is_positive,year,month,day,weekday,weekday_num,year_month,text_has_emoji,text_has_url,top_keywords,tfidf_vector_1,tfidf_vector_2,tfidf_vector_3,tfidf_vector_4,tfidf_vector_5,tfidf_vector_6,tfidf_vector_7,tfidf_vector_8,tfidf_vector_9,tfidf_vector_10,tfidf_vector_11,tfidf_vector_12,tfidf_vector_13,tfidf_vector_14,tfidf_vector_15,tfidf_vector_16,tfidf_vector_17,tfidf_vector_18,tfidf_vector_19,tfidf_vector_20
5.0,2021-08-30,"It's like an upgraded version of Disney and Happy Valley. It's very unique, with fairy tales and excitement. The park is very large, and one day from morning to night is not enough. I must mention that the attitude of the staff of each game project is completely different. Every game is full of enthusiasm to welcome one group after another. China really needs to learn from this. The music of each project is so exciting!
We drove there on Children's Day in Korea. There were so many people that we parked in the parking lot at the bottom of the mountain. We queued for more than ten minutes to take the park bus and took you up😂
After entering the park, the people dispersed, but it was okay. If you don't watch the performances and parades, hurry up to queue up at this time. You must choose a seat in advance for the evening performances + fireworks, and avoid queuing for the wooden roller coaster at this time (I only thought about this after watching RM), because the wooden roller coaster is open until the evening, but it will be suspended during the fireworks show, so the people queuing are miserable, and they can't see the fireworks, and they are still waiting here...
In the end, I gave up on the animals. I really had no choice. I watched a bird show on the way. It was amazing and eye-opening
에버랜드 최고!!","It's like an upgraded version of Disney and Happy Valley. It's very unique, with fairy tales and excitement. The park is very large, and one day from morning to night is not enough. I must mention that the attitude of the staff of each game project is completely different. Every game is full of enthusiasm to welcome one group after another. China really needs to learn from this. The music of each project is so exciting! We drove there on Children's Day in Korea. There were so many people that we parked in the parking lot at the bottom of the mountain. We queued for more than ten minutes to take the park bus and took you up😂 After entering the park, the people dispersed, but it was okay. If you don't watch the performances and parades, hurry up to queue up at this time. You must choose a seat in advance for the evening performances + fireworks, and avoid queuing for the wooden roller coaster at this time (I only thought about this after watching RM), because the wooden roller coaster is open until the evening, but it will be suspended during the fireworks show, so the people queuing are miserable, and they can't see the fireworks, and they are still waiting here... In the end, I gave up on the animals. I really had no choice. I watched a bird show on the way. It was amazing and eye-opening 에버랜드 최고!!",1319,243,높음(4-5),1,2021,8,30,Monday,0,2021-08,1,0,"people, wooden roller, wooden, coaster, roller coaster",0.43395335343522384,0.0008875450361558812,-0.0004874115082554584,-0.10145832031282874,-0.2683887405454403,-0.08861658987013227,-0.39828326344369597,-0.342165306172686,-0.0771052684355286,-0.0857225852012322,-0.15591638154119072,-0.011594523827687003,0.2838262183835497,0.033675572473750026,0.034130289795670135,-0.08146900330871766,-0.014521748142025956,0.005968647251124222,0.15455606120579649,0.12473904775684411
5.0,2019-12-19,"in Everland, there are sub areas where you can enjoy thrill rides and rides suitable for kids. do enter the zootopia as it offers an upclose with the animals. the safari ride also allows you to see the wildlife in their natural habitat and their behaviours.","in Everland, there are sub areas where you can enjoy thrill rides and rides suitable for kids. do enter the zootopia as it offers an upclose with the animals. the safari ride also allows you to see the wildlife in their natural habitat and their behaviours.",257,46,높음(4-5),1,2019,12,19,Thursday,3,2019-12,0,0,"rides, safari, kids, suitable, enter",0.31792446423994536,-0.12599660331180537,0.002263385844701339,-0.07150961705355746,-0.01865553608264093,-0.1514047183863077,0.0971861627501108,-0.0018612606816695513,-0.38312635825688685,-0.07106817485492754,0.15337825411127562,-0.21517148513029588,-0.10281207601810431,-0.025009141215205026,-0.06917245888140519,-0.012451250515311329,0.11231366807006865,-0.14148580314378348,-0.043575540663282855,-0.1352670064359469
5.0,2019-10-02,"It's really huge.. If you want to play all the games, I suggest you come on weekdays, not on weekends, and make a travel plan before you come (choose what you want to do). T-express is recommended for those who like excitement and adrenaline rush, for those who have heart problems, please don't go on this roller coaster","It's really huge.. If you want to play all the games, I suggest you come on weekdays, not on weekends, and make a travel plan before you come (choose what you want to do). T-express is recommended for those who like excitement and adrenaline rush, for those who have heart problems, please don't go on this roller coaster",321,58,높음(4-5),1,2019,10,2,Wednesday,2,2019-10,0,0,"come, want, recommended, don, like",0.1889978646892122,-0.05794653603801636,-0.08376067994237908,-0.053617178094231964,-0.20863043963703953,-0.12724630146243113,-0.17546529077754391,-0.13191736616363556,-0.029959785782707343,-0.021651588884217938,-0.18658828220272913,-0.027327369651352306,0.09452698265423819,0.02966811519524897,0.03909281107830313,-0.01860574689708436,-0.001886654264458777,0.005609263726302378,0.16708820940683633,-0.08879877942975567
5.0,2019-10-02,"I love Everland so much!! I went with my friends and we had a blast! The rides were awesome. The roller coaster was fun, I didn't find it scary but it was fun. I'm a thrill ride person and I've been on more dangerous rides in my country but the rides in Everland were thrilling too!","I love Everland so much!! I went with my friends and we had a blast! The rides were awesome. The roller coaster was fun, I didn't find it scary but it was fun. I'm a thrill ride person and I've been on more dangerous rides in my country but the rides in Everland were thrilling too!",282,56,높음(4-5),1,2019,10,2,Wednesday,2,2019-10,0,0,"rides, fun, everland, thrilling, didn",0.43012926594381556,-0.2804556546787824,-0.18566405819053053,-0.1414834271534904,-0.19903097413743673,-0.26805102171482614,0.0676702326419425,-0.18662090135732592,-0.18514491589097493,-0.022737391307901755,-0.0782909980975904,-0.25609924967464287,-0.101232824951731,-0.08430138896500265,0.03220844379043566,-0.07094772754921361,0.05873778182799322,-0.2001494168473852,-0.22047188499537548,0.012464232061976983
5.0,2019-10-01,"The park is really huge and there is definitely something fun for everyone! The park is not only big but also very beautifully decorated. The staff is very friendly and welcoming. The queues are not that long. The roller coaster ride has the longest queue, but it is also the most fun and worth a try. All in all, it is enough for the whole family to have fun for a day.","The park is really huge and there is definitely something fun for everyone! The park is not only big but also very beautifully decorated. The staff is very friendly and welcoming. The queues are not that long. The roller coaster ride has the longest queue, but it is also the most fun and worth a try. All in all, it is enough for the whole family to have fun for a day.",370,72,높음(4-5),1,2019,10,1,Tuesday,1,2019-10,0,0,"fun, park, big, staff, queue",0.4676131039707198,-0.1785566327136529,-0.12798053661873213,-0.1549942803553788,-0.230849121604207,-0.15852932380784576,-0.16306819583371282,0.026875550412851217,0.2230050152001279,0.10570035745775092,-0.2593007968510232,-0.030317804345635427,-0.06828957448006062,-0.07099151388821849,0.08210777684269285,-0.002328248082536391,0.04972612313303554,-0.009740146517179566,-0.02979652805352917,0.13579069337685662
5.0,2019-09-30,"This very beautiful area is about 90 minutes drive from Seoul. It consists of three parts: an amusement park, a water park and a zoo. Don't miss the Safari Tour included in the ticket. It is a very nice game to do outdoors, so be sure to check the weather before you go. It has the steepest wooden bridge in the world.","This very beautiful area is about 90 minutes drive from Seoul. It consists of three parts: an amusement park, a water park and a zoo. Don't miss the Safari Tour included in the ticket. It is a very nice game to do outdoors, so be sure to check the weather before you go. It has the steepest wooden bridge in the world.",318,62,높음(4-5),1,2019,9,30,Monday,0,2019-09,0,0,"area, safari, park, minutes, wooden",0.3558212763739934,-0.07265729341672766,0.30965481387815375,-0.09103613356049155,0.03315028808754188,0.05131374109336832,-0.15155685891124748,-0.017932646659554033,0.09422357945517863,0.07767081208414876,0.03972059701181566,-0.03449464533931276,-0.01947666252217541,0.03656212219811047,-0.16652172980860244,0.1353902096161988,-0.1003785566467356,-0.1423791164755381,0.15276746454245327,0.20374613476900674
5.0,2019-10-01,"Overall, this theme park is pretty good. The two roller coasters that every thrill seeker must ride are the T-Express and the Rolling X-Train. The lines for these rides can be long, up to 2 hours each, but worth it.","Overall, this theme park is pretty good. The two roller coasters that every thrill seeker must ride are the T-Express and the Rolling X-Train. The lines for these rides can be long, up to 2 hours each, but worth it.",215,40,높음(4-5),1,2019,10,1,Tuesday,1,2019-10,0,0,"theme park, ride, theme, long, roller",0.37649841322552746,-0.26866553471067667,0.11823001827125133,0.14105322303011802,0.010889659470166884,-0.022554691154151162,-0.11484208979681382,-0.04400868113451294,-0.13628515950186823,-0.24295821598364817,-0.1596166783448986,-0.011626406712606046,-0.1396947004622047,-0.3501189509637463,0.07926067341964811,0.12186110969742846,0.0009345037353223188,0.14034459793645945,-0.20056539935135823,0.13201229002188408
5.0,2019-10-02,"We didn't ride the car for a long time, just wandering around, and then realized that we should go to Zootopia for the morning. There are several tours in Zootopia that are spectacular and allow close encounters with the animals. The 6:30 pm parade is also very good.","We didn't ride the car for a long time, just wandering around, and then realized that we should go to Zootopia for the morning. There are several tours in Zootopia that are spectacular and allow close encounters with the animals. The 6:30 pm parade is also very good.",267,48,높음(4-5),1,2019,10,2,Wednesday,2,2019-10,0,0,"didn, ride, long, just, animals",0.2717201629127599,0.0029871779087828126,-0.13857672558819953,0.2798704861732998,-0.0911096354768946,0.04031568930659011,-0.07741219185225273,-0.10871743304339768,-0.08030758799985008,-0.1760430622717975,0.021088283690101302,-0.19924666658678478,-0.2851334595321983,0.07835670163135412,-0.023065227726283742,-0.18349281903529416,-0.09117055426108253,0.1792030397829959,-0.053814739915533344,-0.006194390783773859
5.0,2019-09-30,It would take days to see it all! It's like Disney World. The animals are a must see and so is the T-Express! One of the best rides of my life! Great arcade games with helpful wait staff. Great burgers and beer for days!,It would take days to see it all! It's like Disney World. The animals are a must see and so is the T-Express! One of the best rides of my life! Great arcade games with helpful wait staff. Great burgers and beer for days!,220,44,높음(4-5),1,2019,9,30,Monday,0,2019-09,0,0,"great, staff, world, like, animals",0.2779988746533219,-0.12066035219132457,-0.045955533054127036,-0.02968726648087993,0.0008223542847980988,0.020871275277418513,0.003259254310146278,0.1641008351900756,-0.4233638513769698,0.16795492345897295,-0.01760961326486128,0.1313146129094677,-0.15815901006940727,0.12609475486528027,0.06092824536164865,-0.12149716774738448,0.1256101288328528,-0.07160266875188114,-0.0034484100992065695,-0.1034434494870222
5.0,2019-09-30,"If you like fun and exciting adventures, you must try the roller coaster here. It will scare you half to death. Hahaha, don't forget to watch their bomberman show. It's really super enjoyable. There are many rides to choose from.","If you like fun and exciting adventures, you must try the roller coaster here. It will scare you half to death. Hahaha, don't forget to watch their bomberman show. It's really super enjoyable. There are many rides to choose from.",229,40,높음(4-5),1,2019,9,30,Monday,0,2019-09,0,0,"super, exciting, don, like, coaster",0.2922740720353363,-0.2129376211686246,-0.1398870558011445,-0.11319707548217188,-0.29943982185193796,-0.19718325918459012,-0.1945512532084861,-0.18338153815698235,-0.05726360601135302,0.022377009306808016,-0.2000870459573786,-0.11472971515364286,0.08358524027130543,-0.015147150325383248,0.04504425072883309,-0.05076887116412426,-0.015931148000855367,-0.18823282213892623,-0.0241430417853937,-0.07852017347370968
5.0,2024-08-19,spectacular experience!!!! pandas are very funny and lazy 😅😅😅 you definitely love pandas!!!! 🐼 you can spend here a beautiful day with parents and friends,spectacular experience!!!! pandas are very funny and lazy 😅😅😅 you definitely love pandas!!!! 🐼 you can spend here a beautiful day with parents and friends,154,25,높음(4-5),1,2024,8,19,Monday,0,2024-08,1,0,"pandas, love, beautiful, experience, definitely",0.19167257187606868,-0.020604498089187434,-0.05011823147226103,-0.041507131825319434,-0.031527340764738024,0.0038459291641850433,-0.008077949496147051,0.0836825204100264,-0.03188693496265542,0.03282581146854823,0.1237823317352814,0.119294336680724,-0.1201826900457004,-0.09185983232233541,0.028725903772653688,0.1469243694989271,0.03249802502996006,-0.03921676204126519,0.4605006678577051,-0.06911482294157086
